label,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17,y_18,y_19,y_20
0,0.0,0.266656269675022,0.5342299614503776,0.6198975019965802,0.5102467720919784,0.34769389127646516,0.3941926699281837,0.37597279089851204,0.3369003824129151,0.1847573862458537,0.2322894863840245,0.23630646000053407,0.19761767573003536,0.0278274150775466,0.07220779521101534,0.0954412174005447,0.0647127388291299,-0.14716207551849833,-0.08255890428004595,-0.05384999315890797,-0.08195697076995459,0.0,-0.0656530104521425,-0.40222372655893623,-0.75546881301685,-0.9602891813566615,-0.769974405781645,-1.0,-0.6908319180852871,-0.5704292489306836,-0.7840637518200471,-0.9800611761557798,-0.6022999283405933,-0.5213407659435297,-0.7574925098989362,-0.944782339025801,-0.5835597409029305,-0.49183680155134496,-0.7142144127631377,-0.8603486727042631,-0.6141610329746142,-0.5262729592967412
0,0.0,0.2350896512237193,0.45672270492557226,0.5353691879663036,0.4580264690470998,0.3180728423298053,0.34977490303157455,0.3349255309363641,0.31554347275634237,0.1697621806087953,0.20345864385794293,0.21245425457040895,0.20527864276242969,0.019785124376926838,0.05649786633291408,0.08359851299578434,0.08142040527789347,-0.14288722517861516,-0.07762874089354609,-0.03606241014982694,-0.033402044062369844,0.0,-0.13601236276371123,-0.4366416111072642,-0.7448438531888221,-0.9875657953891294,-0.7637427486840922,-1.0,-0.7348733907065337,-0.5260298082955157,-0.7706982243383772,-0.9909281684361961,-0.6557620896605253,-0.4418086097006665,-0.7414808342023371,-0.9583856113635729,-0.6189164133722895,-0.4039203871915898,-0.6822143423354896,-0.8584777739997499,-0.6336174777771003,-0.46756815694364207
0,0.0,0.2023985739162413,0.39702018309983894,0.4415026993228125,0.37941795045455967,0.2548930210254509,0.29865650451019604,0.28848151048484594,0.24480335135388873,0.11066309341758919,0.16408677201501243,0.18142006437190836,0.14235266215225625,-0.023866051657023588,0.02450715136086509,0.06353344747086556,0.022648429039897434,-0.17148626076911994,-0.10156852874749943,-0.06563971415563448,-0.10690130085924736,0.0,-0.11886797664187462,-0.48022698871553005,-0.7925317590082354,-1.0,-0.7711000448795727,-0.9734320969212042,-0.6939712379124372,-0.660460551815159,-0.759086427735135,-0.9286881614015187,-0.5966700939047679,-0.6183453325568558,-0.7032350248951308,-0.8632185772643793,-0.5551376218287187,-0.5562421702262353,-0.6440450797866994,-0.7441305467799847,-0.5400951197970785,-0.5148321087732497
0,0.0,0.23556481002187604,0.4478170789123892,0.5005825371515377,0.42915976266715916,0.3035168128103548,0.3337437148676383,0.33561527316427314,0.3050149698651802,0.1636116523037465,0.2033576198044423,0.22579017737534432,0.1919829934007736,0.026990627901955836,0.06419041772556895,0.10482599320048173,0.07852897338719536,-0.13211003566235477,-0.06451712755469659,-0.02626671591591904,-0.05005345451424023,0.0,-0.08327198853394166,-0.4350365077424507,-0.7749051214887147,-0.9832908471825179,-0.762489237564347,-1.0,-0.7353949521250446,-0.6117545306277459,-0.7567764977018461,-0.9746750459760847,-0.6305494499777597,-0.5357151589719045,-0.7179958328889628,-0.9237137751372779,-0.5764763720642286,-0.4676596287057245,-0.656784561399858,-0.8223839152635398,-0.5850072443222462,-0.4828430518235663
0,0.0,0.20493499788443356,0.35358394345580274,0.37507800453615986,0.28119596889711956,0.19491258263252134,0.1945962757805653,0.23688104994135045,0.23393547175721732,0.06582813234551284,0.07613324978383153,0.13951987392845472,0.13141586208363262,-0.05857234455874078,-0.033739671705917344,0.04638759832742765,0.04802811700016556,-0.1922451241804016,-0.13427331614482108,-0.064787915198274,-0.06393722366478148,0.0,-0.16065897104159071,-0.49699067870027025,-0.7974469384093454,-0.9838973727613975,-0.7636627346466335,-1.0,-0.7488832617393375,-0.5947459457909745,-0.7277355872115683,-0.9421943353108778,-0.6316932180732471,-0.4928088953194693,-0.6602057193025787,-0.8483550692461733,-0.5450735501554921,-0.40836248577236034,-0.5657486443866168,-0.7179554545483386,-0.511881305501307,-0.3965679531574462
0,0.0,0.25823275194181444,0.5428425030166542,0.6700285926968472,0.6404280054338439,0.4494217447130147,0.5308852966861056,0.5057395907890444,0.448525842121227,0.3013075366087051,0.3843735741959432,0.3619223068002386,0.31046490413298083,0.14282113654179882,0.23102028354400506,0.22373506029441628,0.17909831757627417,-0.041825733770859165,0.06890000747540206,0.08520182583115157,0.050969353429276255,0.0,-0.05429032227575298,-0.32975172786328666,-0.6437429595890075,-0.9157350339443401,-0.7230833255285554,-0.9741106204841483,-0.6939541754989544,-0.5186244916511789,-0.7633811844989375,-1.0,-0.6353919903215024,-0.4718883352508742,-0.7649240960276974,-0.987257733246149,-0.6080729759632886,-0.4313487429724776,-0.737424927343961,-0.8899420326964348,-0.6272174519991831,-0.4808694150369001
0,0.0,0.25543843180995907,0.49373481631233673,0.5910595690973807,0.5127678753091454,0.3875167559280386,0.41473667827726496,0.3817510414277064,0.35811359796418685,0.23564799540872036,0.2678372106030675,0.24948614253340176,0.2298174323257755,0.08325544748359129,0.10894615919408343,0.1179779455374583,0.11299149483818792,-0.08476520354754172,-0.042963536993009054,-0.011455772320949686,-0.008489219868849146,0.0,-0.11589333380888961,-0.398722050598647,-0.7225550665792292,-0.9603223947284587,-0.7444009328468609,-0.9957467435878937,-0.730901889768758,-0.5533089124379311,-0.7695435389330625,-1.0,-0.657744042104023,-0.49187893093869134,-0.751879055231808,-0.972994888580678,-0.628796445433025,-0.4545639756936704,-0.7039546016689323,-0.8672210409872765,-0.6312739314912553,-0.4900312867390863
0,0.0,0.24117479852804474,0.4663953668309611,0.5428365923335846,0.4638640032749139,0.3345402993297621,0.3656430640199568,0.3463071888969006,0.3181596937560431,0.18675747857971464,0.22549425518207927,0.22327979222295755,0.20009597560935458,0.03664975981404108,0.07473558692185533,0.0986065702410859,0.08920463712000737,-0.12834419300920027,-0.06964350191896344,-0.03140731851061658,-0.03462914124602571,0.0,-0.11659307987870526,-0.41437537932041146,-0.7369840282099149,-0.969354477599655,-0.742987579691583,-1.0,-0.7193563982093333,-0.5439586399449499,-0.7481644458931329,-0.9886357525332842,-0.6413107776932709,-0.47319213010978206,-0.7123928162613082,-0.9244059005519284,-0.584026947800024,-0.4187908609709066,-0.6469911180033562,-0.8239412776334577,-0.5965756626926508,-0.46216316621834147
0,0.0,0.2536117476665227,0.497830188034227,0.57655962090039,0.4765058349752095,0.34817170586847745,0.37379295039729793,0.3539975648194468,0.33225856443998253,0.19048963424431345,0.21613096303015317,0.22150613695127247,0.19707627345584824,0.039307027609728415,0.06524050399235146,0.08663436852247101,0.06663087585593121,-0.12747976475494927,-0.08105806714808109,-0.05530292757246571,-0.07428710858489458,0.0,-0.06012457367247334,-0.4054646841843171,-0.7719902672545134,-0.9767163635700635,-0.7506442630815461,-1.0,-0.6916040968465722,-0.5669483780466821,-0.7605768540475618,-0.9680959440626378,-0.602624001057486,-0.5340127604828426,-0.7328555939071486,-0.9282003480131684,-0.5717745822759424,-0.4872429357543077,-0.6918745933294057,-0.8327789033824737,-0.5891550139991545,-0.5092820604567473
0,0.0,0.24671832752662592,0.45169873855711756,0.5076788996537811,0.4420987123539016,0.30788070572814696,0.3423700985896001,0.32863141016088715,0.2966595030772549,0.16464722887712432,0.20578908122613346,0.20514949259301773,0.17968265190709543,0.018069005933198913,0.05889925247064163,0.0784145992044019,0.06431251820282528,-0.144984489053518,-0.08087587200201127,-0.05316493832654105,-0.06447864895274186,0.0,-0.1287120853776317,-0.44183520478787053,-0.7618360782284029,-1.0,-0.7249349862211805,-0.9610418965226739,-0.7020089427326944,-0.5173671551540221,-0.7335681786728838,-0.9536843403620706,-0.6252246674950581,-0.4436307742607698,-0.7111673798288942,-0.934921598384371,-0.6066965151198163,-0.42631629111182784,-0.6595196018055433,-0.8320205659835633,-0.605736910859197,-0.4644770850220588
0,0.0,0.26019055715048417,0.5056440726537086,0.576377103818622,0.4751042792053973,0.3481246774249682,0.3945195011185069,0.3751588531619943,0.3372192162528203,0.1944795147731034,0.23934182475465784,0.24694633906495633,0.20930482257540203,0.04388190403129005,0.08532952821295839,0.11043206727184272,0.07750893953990526,-0.12523145799841684,-0.06301596269718267,-0.03561035824063042,-0.06644723542553246,0.0,-0.07833828596308964,-0.4324588418325298,-0.7940636567809066,-0.9930043148228642,-0.7695964563212118,-1.0,-0.6930957650757779,-0.5795680141818238,-0.7773123400083379,-0.9918035396801537,-0.6231196606195958,-0.5549823356616741,-0.7457900672437042,-0.9554790549301313,-0.59401374789794,-0.5136675550052908,-0.6961234719107031,-0.838453239301246,-0.5893611144638756,-0.5125965133387784
0,0.0,0.2467897430839532,0.45908537448353326,0.5217341109831372,0.42719709562877706,0.3118573161503912,0.34315268002559224,0.3402362794699055,0.3080646556681888,0.16416148210501352,0.19885085665524974,0.21808524663624082,0.18136200267296335,0.017953636614096297,0.05730352244233082,0.09136306735442903,0.05833998343543776,-0.143842171733548,-0.08074846394399918,-0.045050421290322676,-0.07617076122444355,0.0,-0.11774578855768157,-0.4492884521398601,-0.7836141104073254,-0.981265169394812,-0.7606953809500123,-1.0,-0.7075297209323075,-0.5824982045080637,-0.7594650823674354,-0.9886053428195929,-0.6360350064985477,-0.545484061632942,-0.7164154640778326,-0.9234385705161909,-0.5805367391357951,-0.4887546405217766,-0.6501543645597614,-0.7990541295744424,-0.5750337469817991,-0.49858477180541044
0,0.0,0.23207212390011914,0.4323671726225754,0.4919553165917719,0.43150480075805087,0.29696687822374,0.32615457733112013,0.32003504304018293,0.28929114699837655,0.15338648373382152,0.18140283206650096,0.19894059933431787,0.18051192168352392,0.0077113337335318975,0.035476910431294716,0.07198544592070841,0.062078765463250085,-0.15198216257828842,-0.09889896417893199,-0.060764722096286986,-0.07108831922678134,0.0,-0.11686382026497591,-0.43921627577137706,-0.7591460653647922,-0.9925549786787599,-0.7534948735920233,-1.0,-0.740696902143822,-0.5649759195654572,-0.7490745113873634,-0.992065585471238,-0.6651308611158872,-0.4995659178319542,-0.7056925726245251,-0.9323545280809838,-0.6057628310662401,-0.4448807478448121,-0.6351402689373908,-0.8016020563556623,-0.5816672795855077,-0.4551139259069421
0,0.0,0.22234179672139576,0.4093915152673307,0.45021698720594766,0.3637291430852763,0.26475023387570706,0.2690373149266831,0.2802016059581626,0.2649061277321062,0.12303168291189609,0.13610707058261975,0.17647170575397797,0.1571312289618377,-0.013235751601858267,-0.00056462631502265,0.05970818513987911,0.04755894107840832,-0.1647873494649949,-0.11953915764514787,-0.0666259051726727,-0.07868197611387627,0.0,-0.10506463658222556,-0.4611242489401383,-0.8022582817563538,-1.0,-0.7600216630996868,-0.998293688659574,-0.7302071027531889,-0.5906916001847817,-0.7377598527780886,-0.9630845862463903,-0.634009138788417,-0.5227026015974651,-0.6812874429873398,-0.8890227117512817,-0.561008627663309,-0.44552480563207064,-0.6031022039284414,-0.7604119565000265,-0.5398210321765757,-0.44471935404067514
0,0.0,0.23725811915068087,0.46515938510554034,0.5253444471468072,0.46374302049525734,0.31130747735587444,0.3550773761544334,0.35696311911761575,0.33275897921229963,0.16230233462091526,0.2229010785856046,0.24173190913105488,0.22122989178874447,0.013070732261091341,0.0821210787472565,0.1184604272459879,0.1076617860037371,-0.15125783552506375,-0.05754763771456535,-0.016579166449293838,-0.023679799904331462,0.0,-0.09129570615798241,-0.4208342854875532,-0.7528658311222537,-1.0,-0.7564215852320697,-0.9892829194922073,-0.7203056102763586,-0.5194278404260556,-0.7503678683036616,-0.9738463381067182,-0.6258191894038645,-0.4259724648021344,-0.7087715998174803,-0.9153299646055804,-0.5573205167864482,-0.3603159266070955,-0.6370016804450424,-0.7763950008413247,-0.5307813885751781,-0.38529202784233646
0,0.0,0.2238038943270316,0.42496396359583427,0.4756798304633373,0.40546978366885117,0.2951098987035349,0.30590546132938046,0.28157232855055453,0.27596417636209153,0.14273980941215925,0.16754102795692258,0.16423004682266706,0.16689864294581225,-0.007453582434243249,0.01993239387402265,0.04040290320262534,0.05435332443754324,-0.16815931824618605,-0.12173287548664997,-0.08479876680113682,-0.06797402842613559,0.0,-0.13995623496721848,-0.4418039196898967,-0.762528057669519,-1.0,-0.7211646064035598,-0.9465934149547907,-0.7097842888323078,-0.5155131964396173,-0.7109983246418552,-0.9346769545962443,-0.6252439414455988,-0.4160270762675444,-0.6649433069512568,-0.8621546599332957,-0.5400466958527489,-0.3364229060489024,-0.5922017644099823,-0.7395670558927094,-0.5167928938888177,-0.3660343328650597
0,0.0,0.2601005609999503,0.5068615669985429,0.5834256894824613,0.4965759150309848,0.34969085695276886,0.3737046570219322,0.3669342057039513,0.3472425637304436,0.18652766524333997,0.22718343490289952,0.23916322743492358,0.22209725263111219,0.02781621489323796,0.06919620927430709,0.09747121473106302,0.08796541270702572,-0.1479994428076353,-0.08771705784255304,-0.048613466913256145,-0.055497205655220455,0.0,-0.09536419399758414,-0.40257963142257824,-0.7488185907953263,-0.9831920948881675,-0.7470830838685759,-1.0,-0.7185468749045165,-0.5353719219861746,-0.7505349814485968,-0.9907483503987858,-0.6259993541206617,-0.45404440020890013,-0.7134553651466774,-0.9225454038916032,-0.5551080641372912,-0.38628128468252176,-0.6521328668753683,-0.8122206889160243,-0.5641766989235502,-0.4343552652876521
0,0.0,0.24943212564118292,0.49884328934691147,0.5759175310877148,0.4887262829286774,0.33018526469101717,0.3823683726317865,0.3684296171962402,0.3302231514484309,0.17516103812820785,0.22590677839119475,0.2327754611819892,0.20424424847191372,0.019809805372311147,0.07260344909238702,0.09989449159154659,0.07900988238801473,-0.15336124635010004,-0.07735854769500229,-0.043989941376453845,-0.06494271568861122,0.0,-0.0908335008994223,-0.41961788720770715,-0.7575218023537924,-0.9829602755795781,-0.7719383346441012,-1.0,-0.693941612469712,-0.5364736900537169,-0.7728442008029197,-0.9826192947628545,-0.6105870195931987,-0.4715895125107818,-0.7296560922759926,-0.8979905267579106,-0.5310639579705431,-0.3940384255567917,-0.6637117066198569,-0.7968311764536908,-0.5416986465577008,-0.4310755258534419
